,0,1_x,1_y,1,Centrality,id,name,ml_target,Centrality_std
16474,mashruravi,5.37E-05,0,0.213514592,0.213568258,3385,mashruravi,0,0.088028948
18251,abhi3700,5.37E-05,0,0.213514592,0.213568258,29844,abhi3700,0,0.088028948
169,hermanzdosilovic,0.000321992,4.16E-05,0.213200393,0.213564021,28436,hermanzdosilovic,0,0.087942919
6081,jahentao,0.000160996,7.25E-06,0.21339404,0.213562291,24869,jahentao,0,0.087907778
12337,kosuha606,5.37E-05,0,0.213504104,0.21355777,34712,kosuha606,0,0.08781597
12342,cgore,5.37E-05,0,0.213504104,0.21355777,33492,cgore,0,0.08781597
14982,chusiang,0.000107331,8.82E-07,0.213446437,0.21355465,14864,chusiang,0,0.087752629
6222,abderraouf-safsaf,0.000107331,1.16E-07,0.213435956,0.213543402,3029,abderraouf-safsaf,0,0.087524219
11648,jwvg0425,0.000268327,0.00011438,0.213158569,0.213541276,8936,jwvg0425,0,0.087481041
17670,iwitaly,0.000107331,3.12E-07,0.213430715,0.213538358,18811,iwitaly,0,0.087421799
7527,PhyscalX,0.000160996,6.30E-06,0.213367851,0.21353515,30356,PhyscalX,1,0.087356651
5101,gravitywp,0.000107331,3.13E-07,0.213420235,0.213527879,2259,gravitywp,0,0.087208999
4729,camdeardorff,0.000107331,5.35E-06,0.213409756,0.213522436,19417,camdeardorff,1,0.087098471
4769,shubham-gulati,0.000107331,7.06E-06,0.213404517,0.213518904,35471,shubham-gulati,1,0.087026765
6547,fuhailin,0.000375657,2.08E-05,0.213121987,0.213518483,20203,fuhailin,1,0.087018197
5025,patrickleet,5.37E-05,0,0.213462162,0.213515827,2197,patrickleet,0,0.08696427
11058,POJOa,5.37E-05,0,0.213462162,0.213515827,8224,POJOa,0,0.08696427
15721,RXminuS,5.37E-05,0,0.213462162,0.213515827,35880,RXminuS,0,0.08696427
15805,chintan39,5.37E-05,0,0.213462162,0.213515827,530,chintan39,0,0.08696427
15806,sadovnychyi,5.37E-05,0,0.213462162,0.213515827,36753,sadovnychyi,0,0.08696427
15807,MariusMez,5.37E-05,0,0.213462162,0.213515827,36970,MariusMez,0,0.08696427
15808,martialblog,5.37E-05,0,0.213462162,0.213515827,22799,martialblog,0,0.08696427
15809,mohnkhan,5.37E-05,0,0.213462162,0.213515827,34270,mohnkhan,0,0.08696427
15810,FlorianBruniaux,5.37E-05,0,0.213462162,0.213515827,36332,FlorianBruniaux,0,0.08696427
15812,mertyildiran,5.37E-05,0,0.213462162,0.213515827,3568,mertyildiran,0,0.08696427
15814,hobofan,5.37E-05,0,0.213462162,0.213515827,12493,hobofan,0,0.08696427
8807,kennedysgarage,5.37E-05,0,0.21345692,0.213510585,34827,kennedysgarage,0,0.086857831
4116,brandontrabucco,0.000214661,6.06E-06,0.213289322,0.213510048,19879,brandontrabucco,1,0.086846922
12310,cchan,0.000214661,0.000109826,0.213179479,0.213503966,35670,cchan,0,0.086723418
17884,bradmontgomery,0.000107331,2.47E-07,0.21339404,0.213501618,26143,bradmontgomery,0,0.08667574
14616,jcemer,0.000107331,5.18E-05,0.213341668,0.213500754,30969,jcemer,0,0.086658191
1252,louisun,0.000160996,3.13E-06,0.213336432,0.213500556,672,louisun,0,0.086654173
5634,LuciferJack,0.000107331,0.000207334,0.213184707,0.213499372,2580,LuciferJack,1,0.086630129
432,leichunfeng,0.000643984,3.10E-05,0.21281415,0.213489114,33863,leichunfeng,0,0.086421821
6586,hanernlee,0.000107331,9.90E-07,0.213378326,0.213486646,26519,hanernlee,0,0.08637172
952,lianglia-apollo,0.000268327,4.62E-05,0.213169023,0.213483591,20647,lianglia-apollo,1,0.086309675
2539,krzychukula,0.000107331,1.07E-06,0.213373088,0.213481488,26123,krzychukula,0,0.086266981
4627,marcelomf,0.000107331,1.16E-06,0.213367851,0.213476337,8454,marcelomf,0,0.086162386
4029,ma2gedev,0.000160996,2.58E-06,0.213310257,0.213473835,15499,ma2gedev,0,0.086111561
5439,KhoaVanNguyen,0.000107331,6.67E-07,0.213357377,0.213465374,31810,KhoaVanNguyen,0,0.085939765
4860,sakitam-fdd,0.000107331,6.80E-06,0.213346904,0.213461032,18838,sakitam-fdd,0,0.085851597
10026,dexterdev,0.000107331,2.88E-06,0.213346904,0.213457117,31796,dexterdev,1,0.085772086
12107,chenshenhai,0.000160996,6.05E-06,0.213289322,0.213456365,9761,chenshenhai,0,0.085756823
10955,t-hiroyoshi,0.000160996,1.41E-05,0.213278856,0.213453987,9452,t-hiroyoshi,0,0.085708533
12451,happyhj,5.37E-05,0,0.213399278,0.213452944,10341,happyhj,0,0.085687347
13986,mahdis24,5.37E-05,0,0.213399278,0.213452944,13351,mahdis24,0,0.085687347
14937,hendrikebbers,5.37E-05,0,0.213399278,0.213452944,15511,hendrikebbers,0,0.085687347
15725,RAHMANINkolesi,5.37E-05,0,0.213399278,0.213452944,17809,RAHMANINkolesi,0,0.085687347
16449,nyangate,5.37E-05,0,0.213399278,0.213452944,27309,nyangate,0,0.085687347
16450,AndrewSouthpaw,5.37E-05,0,0.213399278,0.213452944,34065,AndrewSouthpaw,0,0.085687347
9792,TakenPilot,0.000160996,9.82E-08,0.213278856,0.21343995,9832,TakenPilot,0,0.085423492
15309,Eronana,5.37E-05,0,0.213383563,0.213437229,16602,Eronana,0,0.085368233
1686,IncognitoJam,5.37E-05,0,0.213362614,0.213416279,926,IncognitoJam,0,0.084942822
2238,julianjca,5.37E-05,0,0.213362614,0.213416279,1124,julianjca,0,0.084942822
8313,samtux,5.37E-05,0,0.213362614,0.213416279,5182,samtux,0,0.084942822
10998,robzienert,5.37E-05,0,0.213362614,0.213416279,8101,robzienert,0,0.084942822
11543,cjcliffe,5.37E-05,0,0.213362614,0.213416279,8764,cjcliffe,0,0.084942822
13063,ptheywood,5.37E-05,0,0.213362614,0.213416279,2648,ptheywood,0,0.084942822
13065,josh-padnick,5.37E-05,0,0.213362614,0.213416279,20667,josh-padnick,0,0.084942822
13067,bitjson,5.37E-05,0,0.213362614,0.213416279,20984,bitjson,0,0.084942822
13069,michaelmior,5.37E-05,0,0.213362614,0.213416279,29200,michaelmior,0,0.084942822
13072,carloscuesta,5.37E-05,0,0.213362614,0.213416279,16475,carloscuesta,0,0.084942822
12696,DoisLucas,0.000107331,5.08E-05,0.213247464,0.213405643,10729,DoisLucas,0,0.084726849
10922,duemunk,0.000107331,6.18E-07,0.213294555,0.213402504,36902,duemunk,0,0.08466311
16080,eisenheimjelid,0.000160996,1.59E-06,0.213237002,0.213399587,21253,eisenheimjelid,0,0.084603871
11665,gyaan,5.37E-05,0,0.213336432,0.213390098,14232,gyaan,0,0.084411176
11667,shadyvd,5.37E-05,0,0.213336432,0.213390098,16158,shadyvd,0,0.084411176
14106,Beingbook,0.000107331,3.99E-07,0.213278856,0.213386586,13634,Beingbook,0,0.084339864
6409,DropFan,0.000107331,2.96E-07,0.213273623,0.21338125,3237,DropFan,0,0.084231508
16783,sathwikcm,0.000107331,8.70E-06,0.213257927,0.213373955,10422,sathwikcm,1,0.08408339
4170,mkhatib,0.000107331,6.82E-06,0.213247464,0.213361611,35331,mkhatib,0,0.083832728
10426,aaaven,0.000214661,0.000158928,0.212986221,0.21335981,16719,aaaven,1,0.083796151
5753,amitsin6h,0.000107331,8.36E-07,0.213247464,0.21335563,3251,amitsin6h,0,0.083711269
14857,GuillaumeHaben,5.37E-05,0,0.213289322,0.213342987,31617,GuillaumeHaben,0,0.08345454
7138,adamwulf,0.000858645,0.000713011,0.211766903,0.21333856,16004,adamwulf,1,0.083364634
9005,tarun-dugar,0.000107331,2.13E-05,0.213200393,0.213328979,15586,tarun-dugar,0,0.083170087
10515,krishnr,5.37E-05,0,0.213268391,0.213322056,7734,krishnr,0,0.083029505
1723,chrisluu,0.000268327,2.86E-05,0.213001877,0.213298784,22158,chrisluu,1,0.082556937
12455,examachine,0.000482988,1.78E-05,0.212793312,0.213294108,21752,examachine,1,0.082461988
6962,benpolinsky,5.37E-05,0,0.213237002,0.213290667,3817,benpolinsky,0,0.082392108
10464,extend1994,5.37E-05,0,0.213237002,0.213290667,7643,extend1994,0,0.082392108
16115,eduardoborges,5.37E-05,0,0.213237002,0.213290667,18864,eduardoborges,0,0.082392108
16368,joaoeffting,5.37E-05,0,0.213237002,0.213290667,19737,joaoeffting,0,0.082392108
16880,emerpaiva,5.37E-05,0,0.213237002,0.213290667,21750,emerpaiva,0,0.082392108
17569,paulorec,5.37E-05,0,0.213237002,0.213290667,30264,paulorec,0,0.082392108
17570,MatheusBarbosa3,5.37E-05,0,0.213237002,0.213290667,29266,MatheusBarbosa3,0,0.082392108
17572,pedsmoreira,5.37E-05,0,0.213237002,0.213290667,24675,pedsmoreira,0,0.082392108
18632,pupboss,5.37E-05,0,0.213237002,0.213290667,37519,pupboss,0,0.082392108
805,ericnormand,0.000268327,0.000148397,0.212871476,0.2132882,25066,ericnormand,0,0.082342013
9131,island205,5.37E-05,0,0.213226541,0.213280206,22452,island205,0,0.082179684
9137,hinikai,5.37E-05,0,0.213226541,0.213280206,20364,hinikai,0,0.082179684
7742,stefano-meschiari,0.000214661,4.94E-05,0.213012316,0.213276395,16980,stefano-meschiari,0,0.082102302
15146,rgllm,0.000160996,3.48E-06,0.213095865,0.213260342,22119,rgllm,0,0.081776332
9586,Juude,0.000858645,3.48E-05,0.212356653,0.213250103,19876,Juude,0,0.081568413
15414,jackyko1991,5.37E-05,0,0.213189935,0.2132436,16970,jackyko1991,1,0.081436364
3981,otaruMendez,0.000429323,0.000149061,0.212663167,0.213241551,34984,otaruMendez,1,0.081394742
1047,mr-mig,0.000536653,5.01E-05,0.212652762,0.213239503,9447,mr-mig,0,0.081353156
18110,delphi0791,0.000107331,1.40E-05,0.213111537,0.213232876,15926,delphi0791,0,0.081218594
10662,dynamicguy,0.000107331,0.000103673,0.213017536,0.213228539,9719,dynamicguy,0,0.081130532
143,david-hoffman,5.37E-05,0,0.213174251,0.213227916,18373,david-hoffman,1,0.081117877
11859,sambecker,0.000160996,4.69E-07,0.213059304,0.213220769,28521,sambecker,0,0.080972744
14967,hsaputra,0.000160996,1.13E-06,0.21304886,0.213210983,35299,hsaputra,0,0.080774017
12603,niezhiyang,0.000268327,1.28E-05,0.212918402,0.213199535,27711,niezhiyang,1,0.080541569
8997,hengguancui,5.37E-05,0,0.213132438,0.213186103,33929,hengguancui,0,0.080268806
11963,rozig,5.37E-05,0,0.213127212,0.213180878,9528,rozig,0,0.080162695
12764,sanketmehta7,5.37E-05,0,0.213127212,0.213180878,4272,sanketmehta7,0,0.080162695
12200,marcosnils,0.000321992,0.00023121,0.212626754,0.213179956,28611,marcosnils,0,0.080143991
13289,nagexiucai,0.000160996,6.59E-07,0.213017536,0.213179191,11765,nagexiucai,0,0.080128452
4990,shivamvats,0.000536653,1.45E-05,0.212621554,0.213172725,15260,shivamvats,1,0.079997151
12186,kadriyedogan,0.000160996,1.61E-06,0.213001877,0.213164479,9912,kadriyedogan,0,0.079829708
10012,desilinguist,0.000321992,0.000140432,0.212699591,0.213162016,13440,desilinguist,1,0.079779679
9175,cayblood,0.000160996,2.37E-06,0.212981002,0.213144371,32600,cayblood,0,0.079421386
13081,kindacoder,0.000107331,2.01E-06,0.213033197,0.213142541,11397,kindacoder,0,0.079384214
9824,DanielAndreasen,0.000268327,0.000141648,0.212725617,0.213135592,9582,DanielAndreasen,0,0.079243113
6237,ProjectBarks,0.000107331,4.74E-07,0.213022756,0.213130561,13594,ProjectBarks,0,0.079140956
5829,daodaovps,0.000107331,3.13E-05,0.212991439,0.213130045,21129,daodaovps,0,0.079130482
7771,aitjcize,0.000160996,0.000111478,0.212855839,0.213128313,4578,aitjcize,0,0.079095299
16455,Blackindian,5.37E-05,0,0.213064526,0.213118192,26820,Blackindian,0,0.078889775
2630,angus-c,0.000107331,4.21E-06,0.212996658,0.2131082,7513,angus-c,0,0.078686887
11239,mitulgolakiya,5.37E-05,0,0.213043639,0.213097304,31060,mitulgolakiya,0,0.078465635
11243,hammourihab,5.37E-05,0,0.213043639,0.213097304,24579,hammourihab,0,0.078465635
11245,AlaaAttya,5.37E-05,0,0.213043639,0.213097304,20840,AlaaAttya,0,0.078465635
11247,OAmor,5.37E-05,0,0.213043639,0.213097304,27588,OAmor,0,0.078465635
15571,dsalin,0.000107331,2.20E-07,0.212986221,0.213093771,19352,dsalin,0,0.078393886
16413,diemesleno,0.000107331,0.000505288,0.212476036,0.213088655,22010,diemesleno,0,0.078290008
7925,jadekler,0.000107331,8.76E-08,0.212975784,0.213083202,21688,jadekler,0,0.078179276
2490,NortonAhu,0.000321992,9.18E-06,0.212751648,0.213082819,27513,NortonAhu,1,0.078171487
8607,Differlong,0.000160996,4.57E-06,0.212913187,0.213078758,5478,Differlong,1,0.078089025
9633,liipx,0.000214661,1.38E-05,0.212845415,0.213073901,18267,liipx,1,0.077990403
13230,leohxj,0.000214661,3.12E-06,0.212855839,0.213073623,24953,leohxj,0,0.077984761
15343,sdierauf,0.000107331,4.16E-06,0.212960131,0.213071624,26083,sdierauf,0,0.077944164
17326,lopesivan,0.000107331,9.84E-07,0.212960131,0.213068446,27180,lopesivan,1,0.077879624
12193,neksa,5.37E-05,0,0.213012316,0.213065981,9925,neksa,0,0.077829581
18051,JackHasaKeyboard,5.37E-05,0,0.213012316,0.213065981,27091,JackHasaKeyboard,0,0.077829581
18166,joemphilips,5.37E-05,0,0.213012316,0.213065981,21239,joemphilips,0,0.077829581
18197,kk86bioinfo,5.37E-05,0,0.213012316,0.213065981,16633,kk86bioinfo,0,0.077829581
18198,evoxtorm,5.37E-05,0,0.213012316,0.213065981,31207,evoxtorm,0,0.077829581
4599,jankapunkt,0.000107331,7.41E-07,0.212954914,0.213062986,32879,jankapunkt,0,0.077768753
11813,abhinav1602,0.000107331,3.12E-06,0.212944481,0.213054928,28953,abhinav1602,0,0.077605121
470,nenjotsu,0.000107331,2.76E-06,0.212939265,0.213049355,18395,nenjotsu,0,0.077491959
6836,Integ,5.37E-05,0,0.212991439,0.213045104,3672,Integ,0,0.077405648
7787,Mozfe,5.37E-05,0,0.212991439,0.213045104,4596,Mozfe,0,0.077405648
7980,AnyListen,5.37E-05,0,0.212991439,0.213045104,4787,AnyListen,0,0.077405648
15511,ShadowDAssange,5.37E-05,0,0.212991439,0.213045104,11193,ShadowDAssange,0,0.077405648
5655,flexdinesh,0.000160996,1.00E-05,0.212871476,0.21304248,17530,flexdinesh,0,0.077352359
4491,PierfrancescoSoffritti,0.000268327,0.000128882,0.212642358,0.213039566,27110,PierfrancescoSoffritti,0,0.077293192
4125,somebee,0.000107331,6.34E-06,0.212923617,0.213037286,18233,somebee,0,0.077246886
11190,BrandanMiller,5.37E-05,0,0.212970566,0.213024232,8413,BrandanMiller,0,0.076981799
16186,syedaunn,5.37E-05,0,0.212970566,0.213024232,19129,syedaunn,0,0.076981799
16465,jcelerier,5.37E-05,0,0.212970566,0.213024232,21756,jcelerier,0,0.076981799
16466,theafricanengineer,5.37E-05,0,0.212970566,0.213024232,18643,theafricanengineer,0,0.076981799
16905,cthompso,0.000107331,1.69E-05,0.212876689,0.2130009,21799,cthompso,1,0.076508013
141,SeunghunSunmoonLee,5.37E-05,0,0.212944481,0.212998146,85,SeunghunSunmoonLee,0,0.076452104
9154,gumutianqi,5.37E-05,0,0.212944481,0.212998146,6077,gumutianqi,0,0.076452104
12773,SuperMarioX,5.37E-05,0,0.212944481,0.212998146,10909,SuperMarioX,0,0.076452104
13257,parelhutahaean,5.37E-05,0,0.212944481,0.212998146,26516,parelhutahaean,0,0.076452104
14840,ahsyam,5.37E-05,0,0.212944481,0.212998146,15277,ahsyam,0,0.076452104
15312,sugarac,5.37E-05,0,0.212944481,0.212998146,16624,sugarac,0,0.076452104
17327,ankitsorathiya,5.37E-05,0,0.212944481,0.212998146,25580,ankitsorathiya,0,0.076452104
17793,ganesh-deshmukh,5.37E-05,0,0.212944481,0.212998146,25480,ganesh-deshmukh,0,0.076452104
17796,Arogancki,5.37E-05,0,0.212944481,0.212998146,29429,Arogancki,0,0.076452104
18460,cncqw,5.37E-05,0,0.212944481,0.212998146,2338,cncqw,0,0.076452104
18583,sigmako,5.37E-05,0,0.212944481,0.212998146,34395,sigmako,0,0.076452104
10562,sherubthakur,0.000160996,5.00E-06,0.212829782,0.212995776,33983,sherubthakur,0,0.076403963
1161,billyma128,5.37E-05,0,0.212939265,0.21299293,618,billyma128,0,0.076346181
1846,taliove,5.37E-05,0,0.212939265,0.21299293,979,taliove,0,0.076346181
4851,Dante-Vonarmia,5.37E-05,0,0.212939265,0.21299293,30716,Dante-Vonarmia,0,0.076346181
4852,0xDing,5.37E-05,0,0.212939265,0.21299293,5212,0xDing,0,0.076346181
4853,liuyihan,5.37E-05,0,0.212939265,0.21299293,24109,liuyihan,0,0.076346181
4855,alanljj,5.37E-05,0,0.212939265,0.21299293,17047,alanljj,0,0.076346181
4858,jameswork,5.37E-05,0,0.212939265,0.21299293,5386,jameswork,0,0.076346181
4863,cxc222,5.37E-05,0,0.212939265,0.21299293,32326,cxc222,0,0.076346181
4865,filosfino,5.37E-05,0,0.212939265,0.21299293,1815,filosfino,0,0.076346181
4866,AntiMoron,5.37E-05,0,0.212939265,0.21299293,10910,AntiMoron,0,0.076346181
4871,godkun,5.37E-05,0,0.212939265,0.21299293,30163,godkun,0,0.076346181
4875,PeterXiao,5.37E-05,0,0.212939265,0.21299293,22675,PeterXiao,0,0.076346181
4878,hanchao,5.37E-05,0,0.212939265,0.21299293,33480,hanchao,0,0.076346181
4881,lannerate,5.37E-05,0,0.212939265,0.21299293,21653,lannerate,0,0.076346181
4882,jiangyx3915,5.37E-05,0,0.212939265,0.21299293,4091,jiangyx3915,0,0.076346181
4883,OahcUil94,5.37E-05,0,0.212939265,0.21299293,33942,OahcUil94,0,0.076346181
4884,bigzhu,5.37E-05,0,0.212939265,0.21299293,9184,bigzhu,0,0.076346181
4886,ouminghai,5.37E-05,0,0.212939265,0.21299293,27471,ouminghai,0,0.076346181
4892,jaguarsy,5.37E-05,0,0.212939265,0.21299293,32721,jaguarsy,0,0.076346181
4893,dreamhack,5.37E-05,0,0.212939265,0.21299293,33048,dreamhack,0,0.076346181
4895,lifubang,5.37E-05,0,0.212939265,0.21299293,36840,lifubang,0,0.076346181
4899,shanhuashuiqing,5.37E-05,0,0.212939265,0.21299293,5247,shanhuashuiqing,0,0.076346181
4902,Sanit1,5.37E-05,0,0.212939265,0.21299293,36723,Sanit1,0,0.076346181
10232,alexandreio,0.000107331,4.35E-05,0.212840204,0.212991068,7338,alexandreio,0,0.076308359
12758,prestonvanloon,0.000160996,8.33E-07,0.21281415,0.212975979,27404,prestonvanloon,0,0.076001969
12081,NickKartha,0.000214661,6.67E-06,0.212746442,0.212967771,9743,NickKartha,0,0.075835299
4734,syborg91,0.000160996,2.07E-05,0.212782895,0.212964559,14882,syborg91,1,0.075770079
11572,emanoelvianna,5.37E-05,0,0.212907972,0.212961638,8812,emanoelvianna,0,0.07571075
13426,orangeeli,5.37E-05,0,0.212907972,0.212961638,30559,orangeeli,0,0.07571075
13427,HugoDaniel,5.37E-05,0,0.212907972,0.212961638,25665,HugoDaniel,0,0.07571075
6578,Jack-Valentine,0.000107331,1.35E-05,0.212840204,0.212961069,24120,Jack-Valentine,0,0.075699196
4369,snowkylin,0.000697649,0.000151456,0.212107938,0.212957043,36852,snowkylin,1,0.075617451
15827,cvley,0.000160996,1.24E-05,0.212782895,0.212956262,16135,cvley,1,0.075601596
7470,etewiah,5.37E-05,0,0.212897544,0.212951209,32374,etewiah,0,0.075498981
7471,nharrisanalyst,5.37E-05,0,0.212897544,0.212951209,26266,nharrisanalyst,0,0.075498981
9931,haoguanqing,0.000160996,0.000105576,0.212683979,0.212950551,30134,haoguanqing,1,0.075485622
14755,brylie,0.000160996,2.62E-06,0.212782895,0.21294651,14991,brylie,0,0.075403557
4718,NeerajSarwan,0.000214661,0.000109723,0.212621554,0.212945938,9980,NeerajSarwan,1,0.075391943
11661,khalidabuhakmeh,0.000107331,6.92E-07,0.212834993,0.212943016,18707,khalidabuhakmeh,0,0.075332604
11224,scottzirkel,5.37E-05,0,0.212876689,0.212930355,8473,scottzirkel,0,0.075075505
17135,clock21am,5.37E-05,0,0.212876689,0.212930355,22425,clock21am,0,0.075075505
17899,ccdatatraits,0.000107331,4.40E-06,0.21281415,0.212925882,26867,ccdatatraits,0,0.074984689
4298,crackcell,0.000268327,9.38E-06,0.21264756,0.212925268,26399,crackcell,1,0.074972226
15892,Aaaaaaaty,5.37E-05,0,0.212866264,0.212919929,36404,Aaaaaaaty,0,0.074863798
11594,diveshuttam,0.000107331,5.82E-08,0.212808941,0.212916329,11337,diveshuttam,0,0.074790708
1631,parthgargava,0.000268327,8.88E-06,0.212637157,0.212914362,21452,parthgargava,1,0.074750748
4662,Jspsun,0.000160996,5.05E-05,0.212689183,0.212900691,25028,Jspsun,0,0.074473152
13038,rrreeeyyy,0.000107331,1.78E-06,0.212782895,0.212892001,11349,rrreeeyyy,0,0.074296682
12556,theomessin,5.37E-05,0,0.212834993,0.212888658,37137,theomessin,0,0.074228803
18565,7azycoder,0.000107331,4.20E-05,0.212730823,0.212880155,35187,7azycoder,0,0.074056134
5136,rashed091,0.000214661,4.57E-06,0.21264756,0.212866792,26113,rashed091,1,0.073784795
6184,sinomiko,0.000214661,2.43E-05,0.212626754,0.212865708,2982,sinomiko,1,0.073762767
8572,jackcook,0.000321992,0.000204375,0.212335905,0.212862272,30217,jackcook,1,0.073693
8584,coderhs,0.000536653,0.000650179,0.211674084,0.212860916,6303,coderhs,1,0.073665472
15487,EMCP,0.000107331,1.57E-07,0.212751648,0.212859136,20567,EMCP,0,0.07362933
1908,pcuci,5.37E-05,0,0.212793312,0.212846978,1022,pcuci,0,0.073382432
14016,GabrielCzar,5.37E-05,0,0.212793312,0.212846978,30621,GabrielCzar,0,0.073382432
18020,robmarano,5.37E-05,0,0.212793312,0.212846978,13698,robmarano,0,0.073382432
1695,merrychap,0.000160996,1.33E-06,0.212683979,0.212846308,12290,merrychap,0,0.073368824
2623,JahanAjani,0.000268327,0.000110244,0.21246565,0.21284422,22523,JahanAjani,1,0.073326442
4726,ZeningQu,0.000321992,4.40E-05,0.212476036,0.212842007,7817,ZeningQu,1,0.073281503
1852,mmphego,0.000321992,0.000120217,0.212398163,0.212840372,986,mmphego,1,0.073248295
5820,Leeaandrob,5.37E-05,0,0.212777686,0.212831352,18817,Leeaandrob,0,0.073065128
937,hericlesme,0.000268327,7.95E-05,0.212476036,0.212823875,27695,hericlesme,0,0.072913297
4391,fulmicoton,0.000321992,5.94E-05,0.212439688,0.212821041,5647,fulmicoton,0,0.072855759
8479,Dharmesh-Poddar,0.000429323,0.000238843,0.21214935,0.212817516,5455,Dharmesh-Poddar,1,0.072784165
15235,steveturner,0.000160996,1.88E-05,0.212631955,0.212811727,21982,steveturner,1,0.072666624
4237,hemokosa,0.000160996,0.000108906,0.212538377,0.212808279,31231,hemokosa,1,0.0725966
6071,Humbertzhang,0.000160996,6.54E-06,0.212637157,0.21280469,15073,Humbertzhang,0,0.072523728
6579,davemac,5.37E-05,0,0.212746442,0.212800107,15795,davemac,0,0.072430661
6580,loklaan,5.37E-05,0,0.212746442,0.212800107,13579,loklaan,0,0.072430661
6581,ramonvictor,5.37E-05,0,0.212746442,0.212800107,13091,ramonvictor,0,0.072430661
6582,dannyshaw,5.37E-05,0,0.212746442,0.212800107,7043,dannyshaw,0,0.072430661
6583,1vasari,5.37E-05,0,0.212746442,0.212800107,21760,1vasari,0,0.072430661
6585,mutoo,5.37E-05,0,0.212746442,0.212800107,18204,mutoo,0,0.072430661
6587,ben-gy,5.37E-05,0,0.212746442,0.212800107,21175,ben-gy,0,0.072430661
6588,lukewhitehouse,5.37E-05,0,0.212746442,0.212800107,21215,lukewhitehouse,0,0.072430661
6589,Snazzyham,5.37E-05,0,0.212746442,0.212800107,28836,Snazzyham,0,0.072430661
6590,allanarmstrong,5.37E-05,0,0.212746442,0.212800107,27191,allanarmstrong,0,0.072430661
6593,nluo,5.37E-05,0,0.212746442,0.212800107,17379,nluo,0,0.072430661
6594,jamiewilson,5.37E-05,0,0.212746442,0.212800107,5529,jamiewilson,0,0.072430661
6598,rickyrauch,5.37E-05,0,0.212746442,0.212800107,16132,rickyrauch,0,0.072430661
6599,ksmithbaylor,5.37E-05,0,0.212746442,0.212800107,4716,ksmithbaylor,0,0.072430661
14323,jysperm,0.000268327,2.76E-06,0.212522788,0.212793872,7598,jysperm,0,0.07230406
2228,ionicc,5.37E-05,0,0.212736029,0.212789694,6463,ionicc,0,0.072219213
7013,caglarergul,5.37E-05,0,0.212736029,0.212789694,6991,caglarergul,0,0.072219213
7014,dengfuping,5.37E-05,0,0.212736029,0.212789694,18772,dengfuping,0,0.072219213
7020,julitroalves,5.37E-05,0,0.212736029,0.212789694,5914,julitroalves,0,0.072219213
7023,jsappme,5.37E-05,0,0.212736029,0.212789694,14909,jsappme,0,0.072219213
10340,KristenXu,0.000107331,4.00E-07,0.212673573,0.212781303,22889,KristenXu,0,0.072048831
1048,poyea,0.000321992,7.51E-05,0.212382595,0.212779712,33840,poyea,1,0.072016518
7931,ashutoshkmr,5.37E-05,0,0.212720411,0.212774077,4725,ashutoshkmr,0,0.07190208
16452,iamoperand,5.37E-05,0,0.212720411,0.212774077,10438,iamoperand,0,0.07190208
18189,shubhamg931,5.37E-05,0,0.212720411,0.212774077,28408,shubhamg931,0,0.07190208
4596,crcrcry,0.000214661,0.000225626,0.212325532,0.21276582,27688,crcrcry,0,0.071734415
7857,anowell,0.000107331,2.79E-06,0.21264756,0.21275768,9176,anowell,0,0.071569128
7129,AngelMsger,0.000107331,2.07E-06,0.212637157,0.212746559,25652,AngelMsger,0,0.071343308
13851,iamfaith,0.000214661,6.98E-06,0.212522788,0.212744432,36815,iamfaith,0,0.071300107
1061,kylemh,0.000160996,0.000105643,0.212476036,0.212742676,549,kylemh,0,0.071264444
13610,leyap,5.37E-05,0,0.212673573,0.212727238,18266,leyap,0,0.070950961
9188,thejonanshow,0.000214661,0.000106522,0.212403352,0.212724536,8822,thejonanshow,0,0.070896088
105,ForrestPi,5.37E-05,0,0.212663167,0.212716832,48,ForrestPi,0,0.070739658
18210,nylki,5.37E-05,0,0.212663167,0.212716832,28695,nylki,0,0.070739658
18606,DPS0340,5.37E-05,0,0.212663167,0.212716832,35982,DPS0340,0,0.070739658
18607,shiruco,5.37E-05,0,0.212663167,0.212716832,37647,shiruco,0,0.070739658
9065,sh3lan93,0.000375657,0.000157738,0.212180419,0.212713815,33581,sh3lan93,1,0.070678386
4528,RatulHasan,5.37E-05,0,0.212652762,0.212706427,1957,RatulHasan,0,0.070528376
16812,jacobj,5.37E-05,0,0.212652762,0.212706427,24267,jacobj,0,0.070528376
16813,congpc,5.37E-05,0,0.212652762,0.212706427,35465,congpc,0,0.070528376
16814,elailai94,5.37E-05,0,0.212652762,0.212706427,13973,elailai94,0,0.070528376
16815,ZhangYunfang,5.37E-05,0,0.212652762,0.212706427,16636,ZhangYunfang,0,0.070528376
16816,parthibann,5.37E-05,0,0.212652762,0.212706427,559,parthibann,0,0.070528376
16817,adrw,5.37E-05,0,0.212652762,0.212706427,34910,adrw,0,0.070528376
14892,matthiasg,5.37E-05,0,0.21264756,0.212701225,35719,matthiasg,0,0.070422742
13725,gabrielboliveira,0.000107331,1.42E-05,0.212564362,0.21268591,12758,gabrielboliveira,0,0.070111742
10293,chrisfosterelli,0.000160996,0.000103932,0.212418923,0.212683851,7439,chrisfosterelli,0,0.070069938
12116,asbjorn,0.000107331,1.99E-05,0.212553967,0.212681248,9778,asbjorn,0,0.070017072
